,logFC,AveExpr,t,P.Value,adj.P.Val,B,z.std
Tmem268,0.332136467,4.792014536,2.961913177,0.003064259,0.19138197,-3.327360233,2.961217083
Capsl,-0.365319426,4.100873179,-2.955843798,0.003130018,0.193681986,-3.477185103,-2.954671798
Deup1,-0.51752193,2.669004802,-2.957070959,0.003150943,0.193681986,-3.801848533,-2.952615362
Eya4,-0.760915292,3.203479763,-2.954805689,0.003146379,0.193681986,-3.554998984,-2.953062834
LOC113200324,-0.367594688,2.685953664,-2.957188974,0.003123896,0.193681986,-3.212865455,-2.955275841
Spaar,0.948269991,0.27374192,2.964721892,0.003157674,0.193681986,-3.766360313,2.951956518
Arntl,-0.289744829,5.19994204,-2.942216696,0.003261284,0.199322708,-2.728553604,-2.941972935
Cacng5,0.679758592,1.748261222,2.950875244,0.003286582,0.200154028,-4.030040584,2.939579237
Dchs1,0.332949773,6.250077093,2.934900687,0.003340691,0.200593813,-3.254262975,2.93451533
LOC113182947,0.45086243,0.546826724,2.943761883,0.003338765,0.200593813,-3.694216055,2.934694246
Satl1,-0.53763146,1.284633347,-2.94325025,0.003338136,0.200593813,-3.89655019,-2.934752673
Slc2a1,0.323898908,6.346554619,2.936002256,0.003328176,0.200593813,-3.203721042,2.935679898
LOC113178332,-0.234508594,6.230479902,-2.928895826,0.003405999,0.202384922,-3.274039817,-2.928501782
LOC113195438,-0.287507967,4.9091491,-2.93117581,0.003383559,0.202384922,-3.346502183,-2.930556086
Lypd6b,-0.693297681,0.16152117,-2.948308208,0.00339601,0.202384922,-4.144802728,-2.929414742
Cobl,-0.197440733,5.786073035,-2.915065746,0.00355805,0.203115947,-2.719332702,-2.914897861
CUNH2orf49,-0.174495055,5.007739232,-2.920837935,0.003493904,0.203115947,-2.771785078,-2.920571161
Dnah2,-0.597033818,5.000403055,-2.926148319,0.003436871,0.203115947,-3.270635737,-2.925695549
Kcnf1,1.184638587,1.725508569,2.922955372,0.003559868,0.203115947,-3.805189668,2.9147384
LOC113176640,-0.302088345,4.484628062,-2.920321617,0.003500715,0.203115947,-2.824763874,-2.919964289
LOC113190950,0.484666392,2.151239774,2.925716452,0.003469875,0.203115947,-3.360072556,2.922720793
Pdgfra,0.25641293,5.897788529,2.923211522,0.003469419,0.203115947,-3.306646399,2.922761758
Ppil6,-0.517927538,3.963776296,-2.915746705,0.003560731,0.203115947,-3.458000229,-2.914662775
Pradc1,0.344107556,3.99850222,2.916480786,0.003559382,0.203115947,-3.598375253,2.914781057
Sgk2,-0.76133955,1.224498133,-2.925412737,0.003546737,0.203115947,-3.973759948,-2.915891592
Slc22a2,0.771121242,1.214997295,2.931331792,0.003557013,0.203115947,-4.106553764,2.91498881
Trim24,-0.246287712,5.128194196,-2.919624467,0.003509546,0.203115947,-3.236354566,-2.919179063
Slc7a11,0.575260133,6.138415569,2.913911678,0.003573266,0.203153848,-3.210259835,2.913565696
LOC113195960,1.113959551,0.40178078,2.939592861,0.003585513,0.203175119,-4.198237221,2.912497291
Abcd3,-0.185382976,5.711932643,-2.907790602,0.003642247,0.205708806,-2.863477274,-2.907590729
Pla1a,0.478435721,4.036222056,2.907624747,0.003661098,0.206093313,-3.571888249,2.905975784
Ndufa7,0.348649064,6.035845167,2.903193629,0.003695606,0.207353804,-2.733216299,2.903038987
Hibadh,-0.254840871,5.781882854,-2.899472392,0.003742685,0.209309062,-3.299792901,-2.899072344
Bfsp2,0.922824983,-0.617110905,2.919306823,0.003792374,0.210582686,-3.976780386,2.894934699
CUNH9orf85,-0.377317487,3.551794897,-2.896036692,0.003802375,0.210582686,-3.637646414,-2.894107847
Lnpep,-0.2997634,5.505813483,-2.895652575,0.003787139,0.210582686,-3.091230422,-2.895368269
Ehd1,0.236857278,6.633655693,2.887723782,0.003883517,0.212763533,-3.180262612,2.887471575
Ippk,0.255146851,5.649594292,2.885334036,0.003916351,0.212763533,-3.35883686,2.884821948
Mafb,0.621760922,5.122849255,2.890055053,0.003858634,0.212763533,-3.301613846,2.889493202
Rab3il1,0.489713035,3.082445682,2.888124798,0.003911519,0.212763533,-3.686074035,2.885210565
Twist1,0.889820491,1.135296869,2.89950605,0.003894924,0.212763533,-4.027006258,2.886548768
Uck1,0.269595912,6.247392783,2.88898452,0.003868707,0.212763533,-3.237479915,2.888673385
Gas2,-0.488956888,3.636596676,-2.882160615,0.003968108,0.213541608,-3.57325019,-2.880685959
LOC113178715,0.307314845,7.785195424,2.881574617,0.003958917,0.213541608,-2.827443645,2.881416829
LOC113194177,-0.747924181,0.338265371,-2.899974004,0.003947722,0.213541608,-4.138502653,-2.882309139
Srxn1,0.241329882,6.470953644,2.879235406,0.003990624,0.21408008,-3.284804472,2.87890195
LOC113191535,-0.322064039,3.979695379,-2.876373559,0.00402949,0.214886695,-2.965204833,-2.875843813
LOC113192516,-0.53202033,1.577379744,-2.879474322,0.004030774,0.214886695,-3.505425694,-2.875743304
LOC113186292,-0.829799164,0.346354732,-2.884934243,0.004189581,0.222659309,-4.179913725,-2.863523233
Cfap54,-0.320966482,4.179937762,-2.856481777,0.004298331,0.226330276,-3.538966403,-2.855395165
Helq,-0.331919309,4.339656027,-2.85800605,0.004274771,0.226330276,-3.479191921,-2.857140117
Kcnh5,-0.418181062,3.330524602,-2.857908534,0.004297959,0.226330276,-3.714503392,-2.855422651
Chd1l,-0.282733556,4.682757646,-2.851525176,0.00435898,0.228119972,-3.359926832,-2.850942848
LOC113197498,-0.91737303,-0.32215902,-2.873762089,0.004349822,0.228119972,-4.18823109,-2.851611526
Cpsf2,-0.226963262,6.125499696,-2.847005569,0.004417475,0.230476384,-3.285718232,-2.846701573
Adck2,-0.421339946,3.478230241,-2.846754225,0.004439349,0.230814413,-3.627947881,-2.845128664
Csgalnact1,0.268970451,5.109634498,2.840998195,0.00450488,0.230814413,-3.385641235,2.840458023
LOC113201144,-0.85552061,-0.164294615,-2.860557741,0.004490439,0.230814413,-4.157318399,-2.841481994
LOC113201338,-0.299095849,6.922369147,-2.841860608,0.004489927,0.230814413,-3.329915197,-2.841518339
Riok1,-0.241186569,5.651471635,-2.841777108,0.00449256,0.230814413,-3.384517,-2.841331413
Zfhx3,-0.355701446,5.685577592,-2.842536536,0.004479494,0.230814413,-3.195429695,-2.842260008
Cbln4,-0.632101301,2.342582733,-2.838495311,0.004561977,0.232688166,-3.371081161,-2.836438446
Fam161a,-0.25659629,5.40490018,-2.836433004,0.004568645,0.232688166,-3.385826416,-2.835972001
LOC113179327,0.34145724,7.152648973,2.833479482,0.004608176,0.234005081,-3.268100497,2.833219315
Nbl1,0.335483165,6.639997293,2.830483554,0.004651108,0.235486408,-3.213868997,2.830253907
Hrct1,0.743010843,0.000894009,2.840127696,0.004699838,0.237251693,-3.870838481,2.826917886
Ubl3,-0.220743203,7.810565533,-2.825107404,0.004728542,0.237998626,-2.834031677,-2.824967471
Hypk,0.229852003,6.164566805,2.819164457,0.004816932,0.239326376,-2.840505898,2.819027981
Ism1,0.479289499,3.022074874,2.82444499,0.004799149,0.239326376,-3.872671678,2.820214939
Lrrc58,-0.203456738,5.980932116,-2.818885629,0.004821453,0.239326376,-2.921358553,-2.818726844
Plk3,0.497872091,3.40158442,2.823196993,0.004785936,0.239326376,-3.666479532,2.821099464
Prdm8,0.758809863,0.254900203,2.852852883,0.004838832,0.239326376,-4.280340201,2.817571653
Tubgcp2,0.224780926,6.863912721,2.818329482,0.004829254,0.239326376,-2.83439509,2.818207816
CUNH11orf96,0.61683155,5.787844557,2.813764259,0.004900706,0.24168814,-3.201104972,2.813489008
Cdc25b,-0.265495423,5.219576354,-2.810689561,0.004951277,0.243326519,-3.421700729,-2.810186711
Cubn,-0.455141301,3.57719749,-2.810694461,0.004962365,0.243326519,-3.566895765,-2.809466705
Acox2,-0.451592016,2.549936966,-2.8071412,0.005057464,0.245245833,-3.861806113,-2.80335073
Dbndd2,0.282632306,6.064080059,2.802386639,0.005076399,0.245245833,-3.220608566,2.802145403
Jarid2,-0.188689643,5.884767437,-2.801784931,0.005084401,0.245245833,-2.873701829,-2.801637245
Kif13a,-0.284112467,6.119476045,-2.80131339,0.005091582,0.245245833,-2.865585773,-2.801181831
Rdh5,0.363280814,4.068164097,2.802227664,0.00508776,0.245245833,-3.401795793,2.801424156
Tshb,1.409855646,4.146389792,2.803245755,0.005070325,0.245245833,-3.442627558,2.802531568
Wtip,0.402996718,4.114134741,2.801765486,0.005101824,0.245245833,-3.569328752,2.800533312
Cttnbp2,-0.301057324,5.595621462,-2.792359375,0.005235163,0.250034117,-2.897064994,-2.792196007
LOC113175944,1.145947352,3.412536732,2.793022102,0.005259877,0.250034117,-3.66336272,2.79067182
LOC113178383,-0.377387096,3.267108871,-2.793165859,0.005256198,0.250034117,-3.741635246,-2.790898342
Pih1d2,-0.434851957,3.626349523,-2.793620156,0.005230714,0.250034117,-3.526024413,-2.792471106
Gprin1,0.262985479,6.387497154,2.786860974,0.005327158,0.251833308,-3.354280081,2.786554974
Thtpa,-0.268268665,5.020258869,-2.787081492,0.005326995,0.251833308,-3.445546509,-2.786564885
Eif4g3,-0.174822293,8.05511576,-2.779802039,0.005441812,0.252482298,-2.984861513,-2.779646418
Fpgs,0.187703111,5.260645474,2.781056157,0.005422801,0.252482298,-3.153145355,2.780782761
Igfbp6,1.030508973,4.166172335,2.784457253,0.005379751,0.252482298,-3.501246044,2.783369423
LOC113178374,-0.722039942,-0.49357732,-2.804982837,0.005421354,0.252482298,-4.204827947,-2.780869414
Mrpl52,0.169156447,5.594276163,2.78444387,0.005364666,0.252482298,-2.905883001,2.784280234
Rap2a,0.516342198,6.935828642,2.780815497,0.005426201,0.252482298,-3.291212387,2.780579254
Spata2l,0.265784443,4.914020294,2.780176688,0.005444163,0.252482298,-3.511096584,2.779506083
Chodl,1.019986353,4.224062244,2.773626347,0.005557499,0.255153966,-3.156673431,2.772807487
LOC113178348,-0.373288154,3.337339619,-2.77558869,0.005529714,0.255153966,-3.420946606,-2.774438175
Lrrc74b,-0.911795675,1.809890742,-2.777471074,0.005561411,0.255153966,-3.885377158,-2.772578455
Otol1,1.168983028,-0.096389445,2.791775522,0.005551891,0.255153966,-3.979955821,2.773136037
CUNH19orf25,0.208729867,5.250857003,2.766621458,0.00566756,0.257591378,-2.951599189,2.766419332
CUNH3orf80,0.781476171,1.135360804,2.783422215,0.005645424,0.257591378,-4.147721722,2.767695122
Ift172,-0.280277714,6.45350176,-2.766297952,0.005674747,0.257591378,-3.373747621,-2.766006106
Spred3,0.346017721,4.426028816,2.768192899,0.005654754,0.257591378,-3.591109868,2.76715686
Zfat,-0.335476646,4.799702265,-2.764800836,0.005702083,0.25814748,-3.271433921,-2.764438638
LOC113194468,0.581395981,1.708993857,2.769874978,0.005738249,0.259099356,-4.021856187,2.762375223
Nme9,-0.284835139,5.299096732,-2.761317092,0.005762838,0.259524856,-3.351391398,-2.760979015
Ppp1r12c,0.222529534,7.252103806,2.760172526,0.005779122,0.259575104,-2.917306053,2.760057325
Crip2,0.202742489,7.352717059,2.752796332,0.005910959,0.264101356,-2.928609715,2.752680278
Fstl4,-0.736794546,4.675770111,-2.750478317,0.005955872,0.264101356,-3.023966173,-2.750200987
LOC113182766,-0.432946547,2.154477807,-2.755194342,0.005948394,0.264101356,-3.905939543,-2.750612629
LOC113190361,0.545644404,4.111850727,2.751254907,0.005957057,0.264101356,-3.561968532,2.750135785
Mageh1,0.185548006,7.274759531,2.751376539,0.005936751,0.264101356,-2.96913507,2.751254426
Atp11a,-0.332439683,5.950119728,-2.746331887,0.006029008,0.26522984,-2.946697361,-2.74619957
Kmo,0.807882376,0.214882898,2.775179931,0.006026642,0.26522984,-4.271026932,2.746328296
Slc13a5,0.617758124,1.976765126,2.755613409,0.006016512,0.26522984,-4.058376465,2.746880138
H6pd,-0.264704975,4.241930722,-2.744061669,0.006077294,0.26530799,-3.247422585,-2.74358161
LOC113186964,0.351660343,3.610017649,2.746441687,0.006055355,0.26530799,-3.698112521,2.744768757
LOC113198912,0.879285441,0.998774273,2.751288565,0.006076901,0.26530799,-3.786890724,2.74360286
Snap23,-0.287337655,4.823555773,-2.743121295,0.006093815,0.265352293,-3.383584424,-2.742690201
LOC113176401,0.713440113,1.608723615,2.747071861,0.006110408,0.265399527,-3.791183899,2.74179706
Cep290,-0.332476344,5.218913547,-2.740081207,0.006149047,0.265885366,-3.391005116,-2.739725763
Il2rb,-0.953729515,-1.061640592,-2.780250208,0.006156679,0.265885366,-4.315807797,-2.739317987
Ms4a13,-0.533716935,2.585179882,-2.742068547,0.006168205,0.265885366,-3.874710949,-2.738703098
Syt6,0.683851881,3.06851567,2.739588938,0.006221204,0.266825744,-3.869604423,2.735888802
Umodl1,-0.525404988,1.498445646,-2.742347892,0.006213847,0.266825744,-3.987298397,-2.736278191
Rhpn1,-0.502503202,5.755599112,-2.733713944,0.006267614,0.267475496,-3.376771261,-2.733442123
Rif1,-0.258920001,5.737465605,-2.734386016,0.00625311,0.267475496,-3.115268575,-2.734204993
LOC113191869,0.510400208,2.028158783,2.733864315,0.006320975,0.269081723,-3.573730708,2.730648991
Edn1,0.621299633,0.937953515,2.737194489,0.006389721,0.270661623,-3.994017298,2.72708173
Ppp4r4,-0.48001111,1.551682751,-2.730874826,0.006387054,0.270661623,-3.638082807,-2.727219462
Cabcoco1,-0.276768964,4.769092999,-2.72327481,0.006476057,0.273641371,-3.534391784,-2.722650314
Rsph1,-0.365289056,5.312134,-2.721718124,0.006500429,0.27399467,-3.360935215,-2.721408964
Csf1,0.456810832,3.882132942,2.721737897,0.006516462,0.273995619,-3.535699049,2.720594609
Kcnj14,0.517148788,3.055359563,2.720274897,0.006554238,0.274908515,-3.471978378,2.718683046
Cldnd1,0.233486506,6.0472439,2.712136561,0.006691821,0.279792677,-3.442574598,2.711803718
LOC113192863,-0.789762953,-0.792495031,-2.735660496,0.006703383,0.279792677,-4.219958222,-2.711231372
LOC113192913,-0.549771895,2.111550309,-2.713915893,0.006735611,0.280453809,-3.916039014,-2.709640786
Kif16b,-0.384143273,4.788046282,-2.707463079,0.006788535,0.280770138,-3.430035556,-2.707043564
Spag4,-0.446823458,2.502352662,-2.711290181,0.006760092,0.280770138,-3.79306919,-2.708437147
Spata17,-0.619858511,1.666500917,-2.712496662,0.006792429,0.280770138,-3.983005635,-2.70685318
Cdc73,-0.169854703,5.426283418,-2.705347291,0.006826735,0.281508243,-3.023397275,-2.705180165
Nop16,0.246204659,5.149479428,2.704021145,0.0068547,0.28198191,-3.038327003,2.703822007
Irf9,0.359715102,5.326295112,2.695157429,0.007042236,0.288990267,-3.362398223,2.694840374
Mtg2,0.238611942,5.711281587,2.693590973,0.007075727,0.288990267,-3.446329558,2.693259027
Nxnl2,0.767263997,0.036577486,2.719503209,0.007063026,0.288990267,-4.264792992,2.693857963
LOC113187405,-0.749772124,1.321487495,-2.693758005,0.007145813,0.291157857,-3.686287326,-2.689971455
Trpv3,-0.915721343,0.274484395,-2.694272034,0.007209303,0.293047054,-3.857553213,-2.687018154
Syt17,-0.288508991,5.691027251,-2.684166316,0.007277141,0.29510357,-3.424088769,-2.683888342
Ovch1,-0.627259676,0.597419355,-2.690882518,0.007365793,0.297992492,-4.138478273,-2.679837377
LOC113190698,-0.422444646,3.499924751,-2.680212145,0.007386829,0.298138708,-3.695239068,-2.678882571
C1rl,1.029831016,-0.128226426,2.693222063,0.007594449,0.298163548,-4.23498473,2.669587453
Ddx59,-0.282538873,4.313563,-2.669808861,0.00760679,0.298163548,-3.613152646,-2.669042158
Dpp6,-0.221321701,6.998824841,-2.673160795,0.007520385,0.298163548,-3.462882781,-2.672876882
Fam151b,-0.517715925,0.384556642,-2.681519274,0.00758535,0.298163548,-4.084674022,-2.669990014
Grwd1,0.225661528,5.141133768,2.671491981,0.007556801,0.298163548,-3.197425563,2.6712559
Lancl3,-0.318272467,3.188066114,-2.675728397,0.007478368,0.298163548,-3.352613973,-2.674755907
LOC113184808,0.333037525,7.261534532,2.67639894,0.007444714,0.298163548,-3.163379959,2.676267754
Mxra7,0.335795189,6.613164069,2.674153574,0.007496209,0.298163548,-3.361276248,2.673956862
Pcsk5,-0.373589794,3.947192587,-2.677067129,0.007448393,0.298163548,-3.643081283,-2.676102202
Slamf8,0.595290141,0.620924673,2.675437855,0.007613947,0.298163548,-3.818009965,2.6687263
Slc35a2,0.263538546,5.05705264,2.670079526,0.007591985,0.298163548,-3.444341729,2.669696423
Tnfsf13,-0.426122444,3.014852667,-2.676554529,0.007485096,0.298163548,-3.801463163,-2.674454385
Znf572,-0.358954934,3.822487039,-2.677721899,0.007431015,0.298163548,-3.547990145,-2.676884923
Cpne2,0.288947862,5.43610777,2.664615182,0.007718394,0.301340978,-3.536738435,2.664146505
LOC113193555,-0.360534362,5.276881852,-2.663918183,0.007730304,0.301340978,-3.408076135,-2.663627816
Ssna1,0.246811456,5.34597707,2.662754292,0.00775438,0.301592528,-3.083821534,2.662581433
Ceacam16,-1.220122466,0.119555679,-2.662803575,0.007890928,0.30413842,-4.035248173,-2.656701472
Enpep,-0.993071803,4.174511797,-2.658412429,0.007862603,0.30413842,-3.524234924,-2.657913679
Glce,0.258507914,5.699757106,2.658414962,0.007859956,0.30413842,-3.514857928,2.658027148
LOC113198174,0.317950155,3.593514877,2.658338465,0.00787433,0.30413842,-3.476735688,2.657411356
LOC113187210,0.656536302,2.266292964,2.654309223,0.007991862,0.306647384,-3.509484934,2.652413428
Trim16,0.31503352,3.893677694,2.653048236,0.007988983,0.306647384,-3.235327639,2.652535058
Emp3,0.395547898,3.798367237,2.651764834,0.008038793,0.307758096,-3.713237671,2.6504361
Rag2,-0.686078733,0.01477232,-2.665631074,0.00811496,0.30998061,-4.232204768,-2.647248896
Cenpp,0.530346153,5.968618104,2.643396045,0.008214294,0.311135928,-3.436803344,2.643132274
Dusp27,-1.435088747,-0.738765322,-2.663540081,0.008211616,0.311135928,-4.217487687,-2.643242648
LOC113189475,-0.527297428,2.553082405,-2.646034098,0.008175792,0.311135928,-3.459466968,-2.644722546
Slc12a6,-0.207390639,5.991168035,-2.643102587,0.00821793,0.311135928,-3.089782217,-2.642982421
LOC113175409,-1.022608495,5.72455986,-2.639708745,0.008300579,0.313571318,-3.094409742,-2.639592412
Adamts17,-0.693015988,2.968864309,-2.63967837,0.008329119,0.313956405,-3.58202514,-2.638428809
Tnmd,0.945675896,2.919933304,2.640353545,0.008364773,0.31460739,-3.88793136,2.63698013
Spag16,-0.343270594,3.676846981,-2.637536294,0.008384651,0.314663467,-3.747385932,-2.636174846
Clec1b,1.737612374,-1.695334314,2.661705885,0.008569899,0.317606892,-4.229956555,2.62875138
CUNH21orf91,-0.435342163,2.132062682,-2.632240306,0.008565578,0.317606892,-3.865350288,-2.628922886
LOC113195950,0.880410459,3.201019334,2.630812732,0.008582809,0.317606892,-3.86234365,2.628239401
Nmnat3,-0.396668825,4.429232237,-2.628122278,0.008592999,0.317606892,-3.191613634,-2.627835774
Tbc1d16,-0.163758296,6.517773188,-2.631730972,0.008497707,0.317606892,-3.09970488,-2.631627106
Wdcp,-0.213031327,4.501727654,-2.630656209,0.008529148,0.317606892,-3.184892525,-2.630372025
Wscd2,0.481441623,5.476987787,2.631811469,0.008502614,0.317606892,-3.514964383,2.631430959
Hcrt,-1.009545821,2.603308909,-2.626645999,0.008668684,0.318502015,-3.775288694,-2.624851221
Lrrc47,0.212063632,6.399645652,2.625016814,0.00867181,0.318502015,-3.510314092,2.62472844
Zbbx,-0.676916175,0.725331443,-2.636600583,0.008673052,0.318502015,-4.178386488,-2.62467967
Kiaa1211,-0.366673158,6.063816333,-2.622188712,0.008739529,0.320256025,-3.116024807,-2.622078523
Nek1,-0.286841834,5.087259356,-2.621079307,0.008775031,0.320869875,-3.53782055,-2.620696639
Ca13,0.713053382,0.660140919,2.638113244,0.008806989,0.321351818,-4.248897947,2.619456942
Appbp2,-0.167042342,5.398054706,-2.615885982,0.008904013,0.32222831,-3.196803862,-2.615717747
Fam107a,0.29946324,6.869873148,2.614287887,0.008943987,0.32222831,-3.123377681,2.614187765
Hk2,0.584779656,2.018600512,2.620030266,0.008942633,0.32222831,-4.020422971,2.614239484
Pqlc1,0.172738964,6.116891807,2.615824673,0.008904816,0.32222831,-3.244786842,2.615686959
Slc16a13,-0.343390722,3.407664787,-2.616068654,0.008932253,0.32222831,-3.759953228,-2.614636246
Spaca9,-0.326817074,3.598308458,-2.61870247,0.008859986,0.32222831,-3.767446101,-2.617409966
Ndc80,-1.083029578,0.459578194,-2.621606279,0.00900543,0.323760339,-4.128791523,-2.611847941
Abtb2,-0.341206693,4.53331951,-2.604836002,0.009206682,0.329577505,-3.577067814,-2.604282542
St13,-0.173886174,7.033740528,-2.603786124,0.009222649,0.329577505,-3.137799694,-2.603688671
Tead1,-0.244527694,6.366767956,-2.603704498,0.009225012,0.329577505,-3.139992128,-2.603600872
Atp6v0b,0.19473921,7.629843949,2.600862892,0.009302906,0.331667987,-3.31927968,2.600717369
